,neighbors,chemical_shift
294,"[['C', 1.3465932009879225, 0.435941, 6, 2.55, 12]]",262.529
295,"[['C', 1.3494323821836796, 0.435941, 6, 2.55, 12]]",257.354
296,"[['C', 1.351955339760806, 0.435941, 6, 2.55, 12]]",276.635
297,"[['C', 1.3476653143383834, 0.417477, 6, 2.55, 12]]",277.937
298,"[['C', 1.3501135319094706, 0.417477, 6, 2.55, 12]]",269.861
299,"[['C', 1.3507491890956678, 0.417477, 6, 2.55, 12]]",250.064
300,"[['C', 1.3348501153061303, 0.140897, 6, 2.55, 12]]",283.62
301,"[['C', 1.3447406851825126, 0.123441, 6, 2.55, 12]]",285.48
302,"[['C', 1.352726589097482, 0.417442, 6, 2.55, 12]]",254.781
303,"[['C', 1.3486292145101986, 0.417442, 6, 2.55, 12]]",284.138
304,"[['C', 1.3527448428752553, 0.417442, 6, 2.55, 12]]",259.425
305,"[['C', 1.349610192824785, 0.417442, 6, 2.55, 12]]",279.16
306,"[['C', 1.3520101891275502, 0.417442, 6, 2.55, 12]]",270.19
307,"[['C', 1.352805808722618, 0.417442, 6, 2.55, 12]]",249.916
308,"[['C', 1.353002527409393, 0.423554, 6, 2.55, 12]]",276.992
309,"[['C', 1.3435597481392538, 0.423554, 6, 2.55, 12]]",275.208
310,"[['C', 1.3426451257426106, 0.423554, 6, 2.55, 12]]",275.876
311,"[['C', 1.3729145986576734, 0.352696, 6, 2.55, 12]]",310.115
312,"[['C', 1.3569446654134916, 0.352696, 6, 2.55, 12]]",302.505
313,"[['C', 1.329230569071724, 0.540199, 6, 2.55, 12]]",267.119
314,"[['C', 1.325632134601568, 0.540199, 6, 2.55, 12]]",262.206
315,"[['C', 1.3270027811703426, 0.540199, 6, 2.55, 12]]",262.811
316,"[['C', 1.337898963049551, 0.540199, 6, 2.55, 12]]",270.742
317,"[['C', 1.329920287604689, 0.540199, 6, 2.55, 12]]",272.287
318,"[['C', 1.324937551137536, 0.540199, 6, 2.55, 12]]",269.091
319,"[['C', 1.338514186561727, 0.124315, 6, 2.55, 12]]",278.046
320,"[['C', 1.3495417462329395, 0.127036, 6, 2.55, 12]]",300.243
321,"[['C', 1.3633636494252814, 0.164726, 6, 2.55, 12]]",348.515
322,"[['C', 1.3526975421439074, 0.455408, 6, 2.55, 12]]",264.971
323,"[['C', 1.3323689213006182, 0.455408, 6, 2.55, 12]]",284.771
324,"[['C', 1.3528062308155588, 0.455408, 6, 2.55, 12]]",265.03
325,"[['C', 1.3387526715899138, 0.203321, 6, 2.55, 12]]",352.212
326,"[['C', 1.34719866319135, 0.124197, 6, 2.55, 12]]",298.386
327,"[['C', 1.3505366048443679, 0.434233, 6, 2.55, 12]]",284.1
328,"[['C', 1.3461867268689465, 0.434233, 6, 2.55, 12]]",261.743
329,"[['C', 1.3452601193796514, 0.434233, 6, 2.55, 12]]",263.931
330,"[['C', 1.3460669385921027, 0.123443, 6, 2.55, 12]]",290.151
331,"[['P', 1.6784673023337031, 0.623462, 15, 2.19, 31]]",248.469
332,"[['P', 1.6582297445350052, 0.623462, 15, 2.19, 31]]",252.612
333,"[['P', 1.6127987913632902, 0.623462, 15, 2.19, 31]]",260.028
334,"[['P', 1.6186375107155675, 0.623462, 15, 2.19, 31]]",256.865
335,"[['P', 1.6211854375184023, 0.623462, 15, 2.19, 31]]",258.477
336,"[['P', 1.6525799868761994, 0.623462, 15, 2.19, 31]]",252.88
337,"[['C', 1.362219206779663, 0.0, 6, 2.55, 12]]",267.967
338,"[['C', 1.3628295502514323, 0.0, 6, 2.55, 12]]",267.381
339,"[['C', 1.3620424064379317, 0.0, 6, 2.55, 12]]",268.027
340,"[['C', 1.8754303312894125, -0.0530569, 6, 2.55, 12], ['C', 1.8290229970513987, 0.0, 6, 2.55, 12], ['H', 1.7748632109892732, 0.0265285, 1, 2.2, 1], ['H', 1.4887004823743586, 0.1454, 1, 2.2, 1]]",642.825
341,"[['C', 1.341611771936451, 0.158664, 6, 2.55, 12]]",319.119
342,"[['C', 1.3415493913981282, 0.158412, 6, 2.55, 12]]",322.176
343,"[['C', 1.3568686471997957, 0.433681, 6, 2.55, 12]]",256.377
344,"[['C', 1.3569549437761035, 0.433681, 6, 2.55, 12]]",256.701
345,"[['C', 1.3436446091800582, 0.433681, 6, 2.55, 12]]",280.441
346,"[['C', 1.3529540903605997, 0.417421, 6, 2.55, 12]]",250.152
347,"[['C', 1.3505290920955746, 0.417421, 6, 2.55, 12]]",278.444
348,"[['C', 1.352973954955912, 0.417421, 6, 2.55, 12]]",269.824
349,"[['C', 1.3479145884232708, 0.417489, 6, 2.55, 12]]",273.768
350,"[['C', 1.3490739647324927, 0.417489, 6, 2.55, 12]]",249.848
351,"[['C', 1.3483663892149567, 0.417489, 6, 2.55, 12]]",273.199
352,"[['C', 1.3493284506156003, 0.417489, 6, 2.55, 12]]",249.087
353,"[['C', 1.3477590755433284, 0.417489, 6, 2.55, 12]]",276.574
354,"[['C', 1.3479475896502864, 0.417489, 6, 2.55, 12]]",271.287
355,"[['C', 1.3535893855498533, 0.41769, 6, 2.55, 12]]",250.633
356,"[['C', 1.3507404022060483, 0.41769, 6, 2.55, 12]]",277.766
357,"[['C', 1.3535172190910099, 0.41769, 6, 2.55, 12]]",251.654
358,"[['C', 1.3525191804729635, 0.417488, 6, 2.55, 12]]",251.103
359,"[['C', 1.3513602549472814, 0.417488, 6, 2.55, 12]]",264.274
360,"[['C', 1.349711968063665, 0.417488, 6, 2.55, 12]]",281.405
361,"[['C', 1.3417117391428253, 0.149401, 6, 2.55, 12]]",299.191
362,"[['C', 1.3377344584304547, 0.201805, 6, 2.55, 12]]",340.432
363,"[['C', 1.3416569327801167, 0.162856, 6, 2.55, 12]]",324.953
364,"[['C', 1.3406862706515186, 0.137352, 6, 2.55, 12]]",295.993
365,"[['C', 1.3612598988809317, 0.13747, 6, 2.55, 12], ['H', 1.833071920752463, 0.295409, 1, 2.2, 1]]",304.698
366,"[['C', 1.361103523515373, 0.13747, 6, 2.55, 12], ['H', 1.8334001768757022, 0.295409, 1, 2.2, 1]]",304.801
367,"[['C', 1.3538607712126653, 0.41744, 6, 2.55, 12]]",269.735
368,"[['C', 1.3543260814693725, 0.41744, 6, 2.55, 12]]",250.434
369,"[['C', 1.3489019663997313, 0.41744, 6, 2.55, 12]]",278.867
370,"[['C', 1.3503445778024175, 0.417444, 6, 2.55, 12]]",254.728
371,"[['C', 1.350342700739356, 0.417444, 6, 2.55, 12]]",257.12
372,"[['C', 1.350671312492265, 0.417444, 6, 2.55, 12]]",283.578
373,"[['C', 1.364542277419531, 0.13736, 6, 2.55, 12], ['H', 1.8240650341256661, 0.295409, 1, 2.2, 1]]",310.065
374,"[['C', 1.3535893855498533, 0.41769, 6, 2.55, 12]]",250.633
375,"[['C', 1.3507404022060483, 0.41769, 6, 2.55, 12]]",277.766
376,"[['C', 1.3535172190910099, 0.41769, 6, 2.55, 12]]",251.654
377,"[['C', 1.351438903845066, 0.417421, 6, 2.55, 12]]",257.931
378,"[['C', 1.3493359197916934, 0.417421, 6, 2.55, 12]]",284.527
379,"[['C', 1.3536336278396688, 0.417421, 6, 2.55, 12]]",255.418
380,"[['C', 1.3603778215628186, 0.417489, 6, 2.55, 12]]",247.101
381,"[['C', 1.360938489058194, 0.417489, 6, 2.55, 12]]",247.002
382,"[['C', 1.3612351678163477, 0.417489, 6, 2.55, 12]]",273.888
383,"[['C', 1.3603615725607656, 0.417489, 6, 2.55, 12]]",247.07
384,"[['C', 1.3612524321741357, 0.417489, 6, 2.55, 12]]",273.898
385,"[['C', 1.3609502711341073, 0.417489, 6, 2.55, 12]]",246.941
386,"[['C', 1.3418202481357457, 0.158664, 6, 2.55, 12]]",319.121
387,"[['C', 1.3416133864187427, 0.158412, 6, 2.55, 12]]",322.174
388,"[['C', 1.348442303276725, 0.434791, 6, 2.55, 12]]",263.018
389,"[['C', 1.3491334168884577, 0.434791, 6, 2.55, 12]]",262.976
390,"[['C', 1.3524503323736545, 0.434791, 6, 2.55, 12]]",280.532
391,"[['C', 1.3544164762088362, 0.126604, 6, 2.55, 12]]",301.794
392,"[['C', 1.349740942435067, 0.12342, 6, 2.55, 12]]",298.397
393,"[['C', 1.3491981324876121, 0.417477, 6, 2.55, 12]]",283.105
394,"[['C', 1.351636610011325, 0.417477, 6, 2.55, 12]]",253.308
395,"[['C', 1.3501445108494148, 0.417477, 6, 2.55, 12]]",260.502
396,"[['C', 1.3525793880663368, 0.0, 6, 2.55, 12]]",309.333
397,"[['C', 1.3496675665913718, 0.417488, 6, 2.55, 12]]",256.818
398,"[['C', 1.3491660583823386, 0.417488, 6, 2.55, 12]]",255.658
399,"[['C', 1.3466673939332612, 0.417488, 6, 2.55, 12]]",284.089
400,"[['C', 1.3731684126855177, 0.352696, 6, 2.55, 12]]",309.569
401,"[['C', 1.3564559470961495, 0.352696, 6, 2.55, 12]]",301.494
402,"[['C', 1.3387526715899138, 0.203321, 6, 2.55, 12]]",352.212
403,"[['C', 1.3525995473566108, 0.124097, 6, 2.55, 12]]",306.387
404,"[['C', 1.3339729296730956, 0.175952, 6, 2.55, 12]]",316.337
405,"[['C', 1.3387151096906627, 0.200285, 6, 2.55, 12]]",344.157
406,"[['C', 1.3506060548876262, 0.420768, 6, 2.55, 12]]",262.11
407,"[['C', 1.3546388341144489, 0.420768, 6, 2.55, 12]]",279.304
408,"[['C', 1.3507872928712583, 0.420768, 6, 2.55, 12]]",262.312
409,"[['C', 1.33840850776169, 0.124315, 6, 2.55, 12]]",278.142
410,"[['C', 1.345415997568195, 0.126882, 6, 2.55, 12]]",288.068
411,"[['C', 1.352155013973152, 0.42077, 6, 2.55, 12]]",247.745
412,"[['C', 1.3437571915894757, 0.42077, 6, 2.55, 12]]",272.538
413,"[['C', 1.3764195113911695, 0.42077, 6, 2.55, 12], ['H', 1.9293688392281754, 0.292151, 1, 2.2, 1]]",265.499
414,"[['C', 1.3645045002047653, 0.455471, 6, 2.55, 12]]",263.793
415,"[['C', 1.328748388364948, 0.455471, 6, 2.55, 12]]",282.583
416,"[['C', 1.3488828847468892, 0.455471, 6, 2.55, 12]]",264.461
417,"[['C', 1.353261540034709, 0.417421, 6, 2.55, 12]]",252.227
418,"[['C', 1.353021411435307, 0.417421, 6, 2.55, 12]]",262.186
419,"[['C', 1.3490989270658604, 0.417421, 6, 2.55, 12]]",283.237
420,"[['C', 1.3502223456372642, 0.417422, 6, 2.55, 12]]",274.887
421,"[['C', 1.3528834124832267, 0.417422, 6, 2.55, 12]]",249.027
422,"[['C', 1.3500750371850734, 0.417422, 6, 2.55, 12]]",275.359
423,"[['C', 1.3553212175590508, 0.0, 6, 2.55, 12]]",257.648
424,"[['C', 1.3500355562628454, 0.0, 6, 2.55, 12]]",285.476
425,"[['C', 1.3551387887360622, 0.0, 6, 2.55, 12]]",255.356
426,"[['C', 1.3536816361097912, 0.417442, 6, 2.55, 12]]",250.41
427,"[['C', 1.351300575350293, 0.417442, 6, 2.55, 12]]",277.872
428,"[['C', 1.3503636638586076, 0.417442, 6, 2.55, 12]]",271.204
429,"[['C', 1.35179033978021, 0.417442, 6, 2.55, 12]]",266.771
430,"[['C', 1.3509250165444264, 0.417442, 6, 2.55, 12]]",281.757
431,"[['C', 1.3530769679759167, 0.417442, 6, 2.55, 12]]",250.644
432,"[['C', 1.3537540620511472, 0.417421, 6, 2.55, 12]]",250.036
433,"[['C', 1.3512039631209956, 0.417421, 6, 2.55, 12]]",271.221
434,"[['C', 1.3515132762348183, 0.417421, 6, 2.55, 12]]",278.173
435,"[['C', 1.3624691672142262, 0.389264, 6, 2.55, 12]]",275.269
436,"[['C', 1.3417197403944352, 0.389264, 6, 2.55, 12]]",286.208
437,"[['C', 1.3520146245275753, 0.417488, 6, 2.55, 12]]",259.019
438,"[['C', 1.3524183283978017, 0.417488, 6, 2.55, 12]]",253.126
439,"[['C', 1.349056396078356, 0.417488, 6, 2.55, 12]]",283.727
440,"[['C', 1.3416022340555556, 0.149401, 6, 2.55, 12]]",299.328
441,"[['C', 1.3532903589511744, 0.417442, 6, 2.55, 12]]",258.571
442,"[['C', 1.3468170720238493, 0.417442, 6, 2.55, 12]]",284.513
443,"[['C', 1.3525168458032935, 0.417442, 6, 2.55, 12]]",254.792
444,"[['C', 1.35543227679199, 0.419283, 6, 2.55, 12]]",265.49
445,"[['C', 1.3392112916844259, 0.419283, 6, 2.55, 12]]",251.378
446,"[['C', 1.353159990566466, 0.419283, 6, 2.55, 12]]",272.674
447,"[['C', 1.3622721522943333, 0.137886, 6, 2.55, 12], ['H', 1.9515603081439283, 0.295409, 1, 2.2, 1]]",303.649
448,"[['C', 1.3412129187773292, 0.418272, 6, 2.55, 12]]",251.767
449,"[['C', 1.3578804289860311, 0.418272, 6, 2.55, 12]]",270.206
450,"[['C', 1.3454579235193183, 0.418272, 6, 2.55, 12]]",264.207
451,"[['C', 1.3486647963427927, 0.129077, 6, 2.55, 12]]",293.939
452,"[['C', 1.370107007677335, 0.128464, 6, 2.55, 12], ['H', 1.9371677658065332, 0.295061, 1, 2.2, 1]]",307.341
453,"[['C', 1.4236155000429476, 0.152582, 6, 2.55, 12]]",355.243
454,"[['C', 1.3389687423872105, 0.213696, 6, 2.55, 12]]",249.349
455,"[['C', 1.3453687051248606, 0.434307, 6, 2.55, 12]]",263.848
456,"[['C', 1.352936051001391, 0.434307, 6, 2.55, 12]]",283.671
457,"[['C', 1.3457583940294375, 0.434307, 6, 2.55, 12]]",263.426
458,"[['C', 1.3714507909944809, 0.137565, 6, 2.55, 12], ['H', 1.8085292279355292, 0.295409, 1, 2.2, 1]]",325.995
459,"[['C', 1.3507218332020856, 0.417486, 6, 2.55, 12]]",276.154
460,"[['C', 1.3509581805464714, 0.417486, 6, 2.55, 12]]",273.418
461,"[['C', 1.353030094715281, 0.417486, 6, 2.55, 12]]",250.587
462,"[['C', 1.3516071272367303, 0.417498, 6, 2.55, 12]]",250.376
463,"[['C', 1.3513314931097602, 0.417498, 6, 2.55, 12]]",267.428
464,"[['C', 1.3479490834266563, 0.417498, 6, 2.55, 12]]",280.706
465,"[['C', 1.3511027476041895, 0.417498, 6, 2.55, 12]]",260.872
466,"[['C', 1.3478941683011156, 0.417498, 6, 2.55, 12]]",283.656
467,"[['C', 1.3512988895189535, 0.417498, 6, 2.55, 12]]",253.563
468,"[['C', 1.3532645521880684, 0.417421, 6, 2.55, 12]]",250.637
469,"[['C', 1.3527891720234761, 0.417421, 6, 2.55, 12]]",268.173
470,"[['C', 1.3499451381260898, 0.417421, 6, 2.55, 12]]",280.065
471,"[['C', 1.3491888094789553, 0.417422, 6, 2.55, 12]]",270.772
472,"[['C', 1.35065553242069, 0.417422, 6, 2.55, 12]]",250.336
473,"[['C', 1.3486169782455595, 0.417422, 6, 2.55, 12]]",277.221
474,"[['C', 1.3500466869332448, 0.0, 6, 2.55, 12]]",285.534
475,"[['C', 1.3550925159058915, 0.0, 6, 2.55, 12]]",256.089
476,"[['C', 1.3552468473006742, 0.0, 6, 2.55, 12]]",256.89
477,"[['C', 1.3513958409772644, 0.417421, 6, 2.55, 12]]",279.442
478,"[['C', 1.3532539273895394, 0.417421, 6, 2.55, 12]]",250.112
479,"[['C', 1.3511326260736003, 0.417421, 6, 2.55, 12]]",269.472
480,"[['C', 1.3477746987203922, 0.490953, 6, 2.55, 12]]",272.412
481,"[['C', 1.3439400960493288, 0.490953, 6, 2.55, 12]]",275.376
482,"[['C', 1.3366559790909547, 0.490953, 6, 2.55, 12]]",282.109
483,"[['C', 1.353640968840695, 0.144459, 6, 2.55, 12]]",315.719
484,"[['C', 1.348713322707586, 0.12441, 6, 2.55, 12]]",305.671
485,"[['C', 1.3558212089720532, 0.417481, 6, 2.55, 12]]",249.738
486,"[['C', 1.35464335970372, 0.417481, 6, 2.55, 12]]",275.898
487,"[['C', 1.354012185972791, 0.417481, 6, 2.55, 12]]",272.6
488,"[['C', 1.348775210549187, 0.171293, 6, 2.55, 12]]",346.128
489,"[['C', 1.3523300891700702, 0.124097, 6, 2.55, 12]]",306.504
490,"[['C', 1.3451295901911775, 0.158667, 6, 2.55, 12]]",325.519
491,"[['C', 1.3542201961444642, 0.161602, 6, 2.55, 12]]",334.512
492,"[['C', 1.3524340038147757, 0.124089, 6, 2.55, 12]]",306.831
493,"[['C', 1.3390744683631746, 0.432304, 6, 2.55, 12]]",283.354
494,"[['C', 1.3515014561648047, 0.432304, 6, 2.55, 12]]",270.83
495,"[['C', 1.3483437562747431, 0.432304, 6, 2.55, 12]]",258.788
496,"[['C', 1.3573277918968703, 0.401934, 6, 2.55, 12]]",280.954
497,"[['C', 1.3443724916615338, 0.401934, 6, 2.55, 12]]",278.265
498,"[['C', 1.351218881330527, 0.401934, 6, 2.55, 12]]",273.817
499,"[['C', 1.3526747449369105, 0.217652, 6, 2.55, 12], ['H', 1.8609194256175776, 0.295457, 1, 2.2, 1]]",356.742
500,"[['C', 1.3269857313296782, 0.156208, 6, 2.55, 12]]",283.47
501,"[['C', 1.3579228911259515, 0.140192, 6, 2.55, 12], ['H', 1.8503266659217348, 0.295409, 1, 2.2, 1]]",300.046
502,"[['C', 1.3455134885270739, 0.423609, 6, 2.55, 12]]",275.637
503,"[['C', 1.3449817306466099, 0.423609, 6, 2.55, 12]]",275.694
504,"[['C', 1.3512719012576127, 0.423609, 6, 2.55, 12]]",276.906
505,"[['C', 1.349263432962968, 0.123691, 6, 2.55, 12]]",293.53
506,"[['C', 1.352058123679055, 0.417421, 6, 2.55, 12]]",263.101
507,"[['C', 1.3492281528390793, 0.417421, 6, 2.55, 12]]",284.302
508,"[['C', 1.3545125432513836, 0.417421, 6, 2.55, 12]]",250.84
509,"[['C', 1.3532930886387353, 0.417442, 6, 2.55, 12]]",250.13
510,"[['C', 1.3518972378973353, 0.417442, 6, 2.55, 12]]",273.952
511,"[['C', 1.3500471815814254, 0.417442, 6, 2.55, 12]]",274.926
512,"[['C', 1.3531265613995536, 0.417442, 6, 2.55, 12]]",255.55
513,"[['C', 1.350012197053041, 0.417442, 6, 2.55, 12]]",285.264
514,"[['C', 1.3523355149643825, 0.417442, 6, 2.55, 12]]",256.807
515,"[['C', 1.3505496603532867, 0.417486, 6, 2.55, 12]]",276.498
516,"[['C', 1.350999579726267, 0.417486, 6, 2.55, 12]]",273.962
517,"[['C', 1.3523463261830113, 0.417486, 6, 2.55, 12]]",249.64
518,"[['C', 1.3540411302301898, 0.417421, 6, 2.55, 12]]",264.732
519,"[['C', 1.3517998604934536, 0.417421, 6, 2.55, 12]]",281.328
520,"[['C', 1.3544156766222955, 0.417421, 6, 2.55, 12]]",252.253
521,"[['C', 1.3503667363127219, 0.417555, 6, 2.55, 12]]",256.225
522,"[['C', 1.350671399888801, 0.417555, 6, 2.55, 12]]",284.876
523,"[['C', 1.3514795462109874, 0.417555, 6, 2.55, 12]]",257.587
524,"[['C', 1.3444216943391325, 0.213423, 6, 2.55, 12]]",252.462
525,"[['C', 1.346225581056291, 0.150249, 6, 2.55, 12]]",314.197
526,"[['C', 1.3479666901364227, 0.136138, 6, 2.55, 12]]",300.12
527,"[['C', 1.3529808479997352, 0.41744, 6, 2.55, 12]]",261.614
528,"[['C', 1.3473664923250697, 0.41744, 6, 2.55, 12]]",283.884
529,"[['C', 1.3531143176892781, 0.41744, 6, 2.55, 12]]",253.152
530,"[['C', 1.336599199288426, 0.135061, 6, 2.55, 12]]",284.621
531,"[['C', 1.354757396330247, 0.417534, 6, 2.55, 12]]",256.446
532,"[['C', 1.3546516821347017, 0.417534, 6, 2.55, 12]]",257.184
533,"[['C', 1.3490103813607308, 0.417534, 6, 2.55, 12]]",284.668
534,"[['C', 1.3413855677962476, 0.213199, 6, 2.55, 12]]",252.154
535,"[['C', 1.3433780654525085, 0.216266, 6, 2.55, 12]]",255.333
536,"[['S', 1.627506512125831, 0.121796, 16, 2.58, 32]]",124.852
537,"[['C', 1.3525372497278154, 0.4176, 6, 2.55, 12]]",257.244
538,"[['C', 1.3523348841136702, 0.4176, 6, 2.55, 12]]",256.606
539,"[['C', 1.3457810472981717, 0.4176, 6, 2.55, 12]]",284.087
540,"[['C', 1.353495032488518, 0.41743, 6, 2.55, 12]]",271.532
541,"[['C', 1.3507150365810925, 0.41743, 6, 2.55, 12]]",277.954
542,"[['C', 1.3556994284032178, 0.41743, 6, 2.55, 12]]",250.016
543,"[['C', 1.3526870614141433, 0.417421, 6, 2.55, 12]]",250.634
544,"[['C', 1.351039581661535, 0.417421, 6, 2.55, 12]]",273.562
545,"[['C', 1.3516564327240326, 0.417421, 6, 2.55, 12]]",274.557
546,"[['C', 1.351154742586268, 0.417421, 6, 2.55, 12]]",267.522
547,"[['C', 1.350650722931608, 0.417421, 6, 2.55, 12]]",280.803
548,"[['C', 1.353922221108761, 0.417421, 6, 2.55, 12]]",250.391
549,"[['C', 1.3509489832513863, 0.417453, 6, 2.55, 12]]",251.154
550,"[['C', 1.348831903578617, 0.417453, 6, 2.55, 12]]",281.445
551,"[['C', 1.3486292086907679, 0.417453, 6, 2.55, 12]]",266.126
552,"[['C', 1.3509598964092246, 0.417453, 6, 2.55, 12]]",252.056
553,"[['C', 1.3500549371990633, 0.417453, 6, 2.55, 12]]",284.214
554,"[['C', 1.3492127111937633, 0.417453, 6, 2.55, 12]]",261.8
555,"[['C', 1.3531848890267522, 0.41743, 6, 2.55, 12]]",251.644
556,"[['C', 1.3490252043266862, 0.41743, 6, 2.55, 12]]",282.287
557,"[['C', 1.3542759647791245, 0.41743, 6, 2.55, 12]]",264.251
558,"[['C', 1.3473807081988196, 0.434374, 6, 2.55, 12]]",266.445
559,"[['C', 1.3514256715890922, 0.434374, 6, 2.55, 12]]",284.754
560,"[['C', 1.3456151849075006, 0.434374, 6, 2.55, 12]]",267.9
561,"[['C', 1.3487307633156664, 0.123661, 6, 2.55, 12]]",294.517
562,"[['C', 1.3417267935123993, 0.434406, 6, 2.55, 12]]",264.97
563,"[['C', 1.3419135796524164, 0.434406, 6, 2.55, 12]]",264.504
564,"[['C', 1.349957152976599, 0.434406, 6, 2.55, 12]]",284.446
565,"[['C', 1.3431943096288972, 0.412496, 6, 2.55, 12]]",279.85
566,"[['C', 1.3585154259948187, 0.412496, 6, 2.55, 12]]",284.595
567,"[['C', 1.3491969717482921, 0.412496, 6, 2.55, 12]]",280.399
568,"[['C', 1.3490148731984866, 0.124195, 6, 2.55, 12]]",304.673
569,"[['C', 1.3604263972675916, 0.178998, 6, 2.55, 12]]",383.38
570,"[['C', 1.3394200611631073, 0.432304, 6, 2.55, 12]]",280.901
571,"[['C', 1.3526303117673644, 0.432304, 6, 2.55, 12]]",275.021
572,"[['C', 1.3474617849797, 0.432304, 6, 2.55, 12]]",256.409
573,"[['C', 1.342871426713433, 0.159086, 6, 2.55, 12]]",323.433
574,"[['C', 1.344277494134574, 0.168539, 6, 2.55, 12]]",337.353
575,"[['C', 1.345779920706233, 0.589144, 6, 2.55, 12]]",249.992
576,"[['C', 1.3454658929423813, 0.589144, 6, 2.55, 12]]",250.017
577,"[['C', 1.3433047332384225, 0.124205, 6, 2.55, 12]]",289.24
578,"[['C', 1.3425283017739211, 0.418185, 6, 2.55, 12]]",250.553
579,"[['C', 1.3547684560011137, 0.418185, 6, 2.55, 12]]",274.66
580,"[['C', 1.3505966437846515, 0.418185, 6, 2.55, 12]]",261.706
581,"[['C', 1.3270132788135827, 0.156208, 6, 2.55, 12]]",283.322
582,"[['C', 1.3580874563816436, 0.140192, 6, 2.55, 12], ['H', 1.8488369321530072, 0.295409, 1, 2.2, 1]]",300.035
583,"[['C', 1.347807825620027, 0.435734, 6, 2.55, 12]]",263.221
